area,address,number,price,date,size,transaction_type,full_address,lat,long
Coolroe Meadows,"13 The Green, Coolroe Meadows, Ballincollig",13,394000,2020-12-18,1-38 m2,second-hand,"13 13 The Green, Coolroe Meadows, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Church View,"2 Churchview, Ballincollig, Cork",2,270000,2020-12-21,1-38 m2,second-hand,"2 2 Churchview, Ballincollig, Cork, Church View",51.88549636879165,-8.592625889887055
Beech Park,"20 Cranford Pines, Ballincollig, Cork",20,290000,2020-12-21,1-38 m2,second-hand,"20 20 Cranford Pines, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Maglin,"10 Maglin Green, Ballincollig, Co. Cork",10,346255,2021-01-05,1-38 m2,new,"10 10 Maglin Green, Ballincollig, Co. Cork, Maglin",51.88135112776452,-8.59523805920491
Maglin,"16 Limeworth, Killumney Rd, Ballincollig",16,755000,2021-01-07,1-38 m2,second-hand,"16 16 Limeworth, Killumney Rd, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Coolroe,"Seiceamair, Coolroe, Ballincollig",1,425000,2021-01-07,1-38 m2,second-hand,"1 Seiceamair, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Carriganarra,"8   The Avenue, Heathfield, Carriganarra",8,400000,2021-01-15,1-38 m2,second-hand,"8 8   The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Maglin,"11 Maglin Green, Ballincollig",11,264300,2021-01-18,1-38 m2,new,"11 11 Maglin Green, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
The Maltings,"48 Distillery Court, The Maltings, Ballincollig",48,220000,2021-01-18,1-38 m2,second-hand,"48 48 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Carriganarra,"13 The Grove, Heathfield, Carriganarra",13,328700,2021-01-19,1-38 m2,new,"13 13 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Rosewood,"202 Rosewood Estate, Ballincollig, Co Cork",202,306000,2021-01-20,1-38 m2,second-hand,"202 202 Rosewood Estate, Ballincollig, Co Cork, Rosewood",51.88865181082447,-8.575978970851866
Old Quarter,"64 Leslies Arch, Old Quarter, Ballincollig",64,256796,2021-01-20,1-38 m2,second-hand,"64 64 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"28 Waltham Abbey, Old Quarter, Ballincollig",28,344900,2021-01-21,1-38 m2,second-hand,"28 28 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Maglin,"12 Glincool Gardens, Ballincollig, Cork",12,305000,2021-01-26,1-38 m2,second-hand,"12 12 Glincool Gardens, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Castlepark,"2 Steeplewoods, Killumney Road, Carrigrohane",2,704975,2021-01-26,1-38 m2,new,"2 2 Steeplewoods, Killumney Road, Carrigrohane, Castlepark",51.88653927567583,-8.585310716875346
Carrigrohane,"13 Steeplewoods, Carrigrohane, Cork",13,546255,2021-01-27,1-38 m2,new,"13 13 Steeplewoods, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Carriganarra,"14 The Grove, Heathfield, Carriganarra",14,334801,2021-01-27,1-38 m2,new,"14 14 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
An Caislean,"118 An Caislean Way, Ballincollig, Cork",118,270000,2021-01-28,1-38 m2,second-hand,"118 118 An Caislean Way, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Old Quarter,"114 Leslies Arch, Old Quarter, Ballincollig",114,280000,2021-02-04,1-38 m2,second-hand,"114 114 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
West Village,"9 The Meadows, West Village, Ballincollig",9,250000,2021-02-04,1-38 m2,second-hand,"9 9 The Meadows, West Village, Ballincollig, West Village",51.88675485217772,-8.606397553304374
Town Center,"Apt 4, Time Sq, Ballincollig",Apt,180000,2021-02-04,1-38 m2,second-hand,"Apt Apt 4, Time Sq, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Westcourt,"37 Westcourt Heights, Ballincollig, Co Cork",37,285000,2021-02-05,1-38 m2,second-hand,"37 37 Westcourt Heights, Ballincollig, Co Cork, Westcourt",51.88681255417706,-8.616295628522487
The Crescent,"54 The Crescent Ballincollig, Ballincollig, Cork",54,255000,2021-02-09,1-38 m2,second-hand,"54 54 The Crescent Ballincollig, Ballincollig, Cork, The Crescent",51.88974689003794,-8.592724974545812
Old Quarter,"73 Coopers Grange, Old Quarter, Ballincollig",73,347000,2021-02-15,1-38 m2,second-hand,"73 73 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"10  The Grove, Heathfield, Carriganarra",10,295154,2021-02-16,1-38 m2,new,"10 10  The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Town Center,"43 Church View, Ballincollig, Cork",43,112500,2021-02-16,1-38 m2,second-hand,"43 43 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Carriganarra,"No. 11 The Grove, Heathfield, Carriganarra",No.,295154,2021-02-16,1-38 m2,new,"No. No. 11 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"12 The Grove, Heathfield, Carriganarra",12,295153,2021-02-17,1-38 m2,new,"12 12 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"9 The Grove, Heathfield, Carriganarra",9,295154,2021-02-17,1-38 m2,new,"9 9 The Grove, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Beech Park,"69 Beech Pk, Ballincollig, Cork",69,252500,2021-02-23,1-38 m2,second-hand,"69 69 Beech Pk, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Greenfield,"42 Woodberry Greenfields, Ballincollig, Cork",42,660000,2021-02-24,1-38 m2,second-hand,"42 42 Woodberry Greenfields, Ballincollig, Cork, Greenfield",51.88072634468435,-8.611355403381312
Rosewood,"10 Rosewood, Ballincollig, Cork",10,277000,2021-02-26,1-38 m2,second-hand,"10 10 Rosewood, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Rosewood,"9 Rosewood, Ballincollig, Cork",9,320000,2021-03-01,1-38 m2,second-hand,"9 9 Rosewood, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Carrigrohane,"Cotswold, Carrigrohane, Cork",1,490000,2021-03-01,1-38 m2,second-hand,"1 Cotswold, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
The Quadrants,"125 North East, The Quadrants, Ballincollig",125,182500,2021-03-02,1-38 m2,second-hand,"125 125 North East, The Quadrants, Ballincollig, The Quadrants",51.8890702782036,-8.589706799326772
Coolroe,"32 Coolroe Heights, Ballincollig, Cork",32,282000,2021-03-08,1-38 m2,second-hand,"32 32 Coolroe Heights, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Classis Lake,"23 The Oaks, Classis Lake, Ballincollig",23,400000,2021-03-16,1-38 m2,second-hand,"23 23 The Oaks, Classis Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Glendower Court,"61 Glendower Court, Ballincollig, Cork",61,300000,2021-03-16,1-38 m2,second-hand,"61 61 Glendower Court, Ballincollig, Cork, Glendower Court",51.89097713659068,-8.579260601534097
Coolroe,"65 The Lawn, Coolroe Meadows, Ballincollig",65,325000,2021-03-16,1-38 m2,second-hand,"65 65 The Lawn, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
An Caislean,"108 An Caislean Way, Ballincollig, Cork",108,302000,2021-03-19,1-38 m2,second-hand,"108 108 An Caislean Way, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
The Maltings,"20 Granary Court, The Maltings, Ballincollig",20,210000,2021-03-19,1-38 m2,second-hand,"20 20 Granary Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Maglin,"8 Maglin Green, Ballincollig",8,299559,2021-03-19,1-38 m2,new,"8 8 Maglin Green, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Maglin,"13 Maglin Green, Green Road, Ballincollig",13,348017,2021-03-23,1-38 m2,new,"13 13 Maglin Green, Green Road, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Carrigrohanebeg,"188 The Willows, Ballincollig, Cork",188,268000,2021-03-23,1-38 m2,second-hand,"188 188 The Willows, Ballincollig, Cork, Carrigrohanebeg",51.89309917070151,-8.580849757357647
An Caislean,"24 Caislean Close, Ballincollig, Cork",24,252500,2021-03-23,1-38 m2,second-hand,"24 24 Caislean Close, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Muskerry Estate,"56 Castle Ave, Mukerry Estate, Ballincollig",56,300000,2021-03-23,1-38 m2,second-hand,"56 56 Castle Ave, Mukerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Town Center,"1A Tudor Grove, Station Rd, Ballincollig",1A,357500,2021-03-26,1-38 m2,second-hand,"1A 1A Tudor Grove, Station Rd, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Powdermills,"9 Cois Na Cora, Ballincollig, Cork",9,274000,2021-03-29,1-38 m2,second-hand,"9 9 Cois Na Cora, Ballincollig, Cork, Powdermills",51.89225015549648,-8.586096438526356
Town Center,"Rowan House, Poulavone, Ballincollig",Rowan,465000,2021-03-30,1-38 m2,second-hand,"Rowan Rowan House, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Inniscarra View,"9 Sweetbriar Lane, Inniscarra View Estate, Ballincollig",9,317000,2021-03-31,1-38 m2,second-hand,"9 9 Sweetbriar Lane, Inniscarra View Estate, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Old Quarry,"17 Old Quarry, Coolroe, Ballincollig",17,248000,2021-04-01,1-38 m2,second-hand,"17 17 Old Quarry, Coolroe, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
Inniscarra View,"29 Greystones, Ballincollig, Cork",29,265000,2021-04-01,1-38 m2,second-hand,"29 29 Greystones, Ballincollig, Cork, Inniscarra View",51.88901621244116,-8.572065214668026
The Crescent,"23 The Crescent, Ballincollig, Cork",23,270000,2021-04-08,1-38 m2,second-hand,"23 23 The Crescent, Ballincollig, Cork, The Crescent",51.88974689003794,-8.592724974545812
Muskerry Estate,"41 Castle Ave, Muskerry Estate, Ballincollig",41,300000,2021-04-09,1-38 m2,second-hand,"41 41 Castle Ave, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Maglin,"7 Maglin Green, Ballincollig, Co. Cork",7,370044,2021-04-19,1-38 m2,new,"7 7 Maglin Green, Ballincollig, Co. Cork, Maglin",51.88135112776452,-8.59523805920491
Greenfield,"46 Fernwalk, Greenfields, Ballincollig",46,865000,2021-04-21,1-38 m2,second-hand,"46 46 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Innishmore,"35 Innishmore Grove, Ballincollig, Cork",35,188000,2021-04-22,1-38 m2,second-hand,"35 35 Innishmore Grove, Ballincollig, Cork, Innishmore",51.88897474404985,-8.608958999892096
Wyndham Downs,"43 Wyndham Downs, Ballincollig, Cork",43,300000,2021-04-22,1-38 m2,second-hand,"43 43 Wyndham Downs, Ballincollig, Cork, Wyndham Downs",51.88594295587414,-8.620296147557605
Highfield,"7 Highfield Park, Ballincollig, Cork",7,317000,2021-04-27,1-38 m2,second-hand,"7 7 Highfield Park, Ballincollig, Cork, Highfield",51.88483134751023,-8.573114016875365
An Caislean,"157 An Caislean Heights, Ballincollig, Cork",157,200000,2021-04-29,1-38 m2,second-hand,"157 157 An Caislean Heights, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Carriganarra,"No. 47 The Avenue, Heathfield, Carriganarra",No.,339207,2021-04-29,1-38 m2,new,"No. No. 47 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"Fernhurst, Raheen, Carrigrohane",1,900000,2021-04-30,1-38 m2,second-hand,"1 Fernhurst, Raheen, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Carriganarra,"46 The Avenue, Heathfield, Carriganarra",46,339206,2021-05-05,1-38 m2,new,"46 46 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohanebeg,"199 The Willows, Ballincollig, Cork",199,261500,2021-05-07,1-38 m2,second-hand,"199 199 The Willows, Ballincollig, Cork, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Carriganarra,"48 The Avenue, Heathfield, Carriganarra",48,339206,2021-05-07,1-38 m2,new,"48 48 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carriganarra,"No. 45 The Avenue, Heathfield, Carriganarra",No.,339207,2021-05-12,1-38 m2,new,"No. No. 45 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Coolroe Heights,"47 Willow Grove, Coolroe Heights, Ballincollig",47,318000,2021-05-14,1-38 m2,second-hand,"47 47 Willow Grove, Coolroe Heights, Ballincollig, Coolroe Heights",51.8915162277775,-8.581342570851831
Ovens,"56 Lisheen Woods, Ballincollig, Ovens",56,414097,2021-05-14,1-38 m2,new,"56 56 Lisheen Woods, Ballincollig, Ovens, Ovens",51.88127654707539,-8.658682937965343
Heathfield,"No. 49 The Avenue, Heathfield, Ballincollig",No.,339207,2021-05-20,1-38 m2,new,"No. No. 49 The Avenue, Heathfield, Ballincollig, Heathfield",51.88275370396547,-8.57522707085204
Old Quarter,"107 Coopers Grange, Old Quarter, Ballincollig",107,520000,2021-05-24,1-38 m2,second-hand,"107 107 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"11 Steeplewoods, Off Model Farm Road, Carrigrohane",11,696035,2021-05-25,1-38 m2,new,"11 11 Steeplewoods, Off Model Farm Road, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Carriganarra,"53 The Avenue, Heathfield, Carriganarra",53,462554,2021-05-25,1-38 m2,new,"53 53 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Town Center,"Apt 2A, Chapel Lane Row, Ballincollig",Apt,450000,2021-05-25,1-38 m2,second-hand,"Apt Apt 2A, Chapel Lane Row, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Maglin,"14  Maglin Green, Maglin Estate, Ballincollig",14,572687,2021-05-26,1-38 m2,new,"14 14  Maglin Green, Maglin Estate, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
An Caislean,"21 Newgrange, An Caislean, Ballincollig",21,267000,2021-05-26,1-38 m2,second-hand,"21 21 Newgrange, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Carriganarra,"52 The Avenue Heathfield, Carriganarra, Ballincollig",52,339207,2021-05-26,1-38 m2,new,"52 52 The Avenue Heathfield, Carriganarra, Ballincollig, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"9A Steeplewoods, Carrigrohane",9A,387665,2021-05-27,1-38 m2,new,"9A 9A Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
An Caislean,"10  Kells, An Caislean Aois, Ballincollig",10,212000,2021-05-28,1-38 m2,second-hand,"10 10  Kells, An Caislean Aois, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Maglin,"16 Castleknock, Ballincollig, Cork",16,330000,2021-05-28,1-38 m2,second-hand,"16 16 Castleknock, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Carriganarra,"50  The Avenue, Heathfield, Carriganarra",50,339206,2021-05-28,1-38 m2,new,"50 50  The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"106  Millers  Court, Old Quarter, Ballincollig",106,640000,2021-05-31,1-38 m2,second-hand,"106 106  Millers  Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"51 The Avenue, Heathfield, Carriganarra",51,333025,2021-05-31,1-38 m2,new,"51 51 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Old Quarter,"69 Coopers Grange, Old Quarter, Ballincollig",69,340000,2021-06-03,1-38 m2,second-hand,"69 69 Coopers Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Greenfield,"11 Woodberry, Greenfields, Ballincollig",11,755000,2021-06-04,1-38 m2,second-hand,"11 11 Woodberry, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Carrigrohane,"9 Steeplewoods, Carrigrohane",9,387710,2021-06-10,1-38 m2,new,"9 9 Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Coolroe,"48 Willowgrove, Coolroe Heights, Ballincollig",48,340000,2021-06-11,1-38 m2,second-hand,"48 48 Willowgrove, Coolroe Heights, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Classis Lake,"7 The Brambles, Classis Lake, Ballincollig",7,400000,2021-06-16,1-38 m2,second-hand,"7 7 The Brambles, Classis Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Carrigrohane,"8 Steeplewoods, Carrigrohane",8,394273,2021-06-23,1-38 m2,new,"8 8 Steeplewoods, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
An Caislean,"8 Newgrange, An Caislean, Ballincollig",8,222000,2021-06-25,1-38 m2,second-hand,"8 8 Newgrange, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Leecourt,"132 Leecourt, Ballincollig, Cork",132,231000,2021-07-01,1-38 m2,second-hand,"132 132 Leecourt, Ballincollig, Cork, Leecourt",51.8915162277775,-8.581342570851831
Town Center,"57 Church View, Ballincollig, Cork",57,321000,2021-07-02,1-38 m2,second-hand,"57 57 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Town Center,"8 Tudor Grove, Ballincollig, Cork",8,245000,2021-07-05,1-38 m2,second-hand,"8 8 Tudor Grove, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"13 Leslies Arch, Old Quarter, Ballincollig",13,425000,2021-07-06,1-38 m2,second-hand,"13 13 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"No. 57 The Avenue, Heathfield, Carriganarra",No.,295154,2021-07-06,1-38 m2,new,"No. No. 57 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
Carrigrohane,"4 The Avenue Highfield Park, Kilumney Rd, Carrigrohane",4,285000,2021-07-07,1-38 m2,second-hand,"4 4 The Avenue Highfield Park, Kilumney Rd, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
The Cloisters,"63 The Cloisters, Ballincollig, Cork",63,330000,2021-07-08,1-38 m2,second-hand,"63 63 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Coolroe,"23 The Stables, Ballincollig, County Cork",23,252500,2021-07-13,1-38 m2,second-hand,"23 23 The Stables, Ballincollig, County Cork, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"24 Millers Court, Old Quarter, Ballincollig",24,463000,2021-07-13,1-38 m2,second-hand,"24 24 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"8A Steeplewoods, Carrigrohane, Cork",8A,392070,2021-07-14,1-38 m2,new,"8A 8A Steeplewoods, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Parknamore,"10 Parknamore Rise, Ballincollig, Cork",10,320000,2021-07-15,1-38 m2,second-hand,"10 10 Parknamore Rise, Ballincollig, Cork, Parknamore",51.88458744794133,-8.609309161051812
An Caislean,"158 Caislean View, Ballincollig, Cork",158,282000,2021-07-16,1-38 m2,second-hand,"158 158 Caislean View, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Carriganarra,"55 The Avenue, Heathfield, Carriganarra",55,335000,2021-07-19,1-38 m2,new,"55 55 The Avenue, Heathfield, Carriganarra, Carriganarra",51.88456579585057,-8.579854607281877
