title,island,locality,price,beds,size,link,date,advert_type
"Flat / Apartment in infanta pau, Foners, Palma de Mallorca",Mallorca,Palma de Mallorca,189000,3,106,https://www.idealista.com/en/inmueble/91770204/,2020-12-29 10:29:59.350565+00:00,sale
"Flat / Apartment in Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,199000,3,90,https://www.idealista.com/en/inmueble/91775609/,2020-12-29 10:29:59.353886+00:00,sale
"Penthouse in calle de Mont Lueri, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,2,79,https://www.idealista.com/en/inmueble/91741490/,2020-12-29 10:29:59.357276+00:00,sale
"Flat / Apartment in Passatge de búger, Rafal Nou - Estadi Balear - Son Malferit, Palma de Mallorca",Mallorca,Palma de Mallorca,165000,4,97,https://www.idealista.com/en/inmueble/91777329/,2020-12-29 10:29:59.360647+00:00,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,190000,4,123,https://www.idealista.com/en/inmueble/91767242/,2020-12-29 10:29:59.364137+00:00,sale
"Flat / Apartment in calle Talaia, 8, Peguera, Calvià",Mallorca,Calvia,183500,2,75,https://www.idealista.com/en/inmueble/91776461/,2020-12-29 10:29:59.367641+00:00,sale
"Flat / Apartment in Nou Llevant, Palma de Mallorca",Mallorca,Palma de Mallorca,159000,2,75,https://www.idealista.com/en/inmueble/91776210/,2020-12-29 10:29:59.371039+00:00,sale
"Flat / Apartment in La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,159000,2,65,https://www.idealista.com/en/inmueble/91775994/,2020-12-29 10:29:59.374488+00:00,sale
"Flat / Apartment in Miquel Gaià, 24, Son Servera",Mallorca,Son Servera,135000,3,109,https://www.idealista.com/en/inmueble/91736694/,2020-12-29 10:29:59.377946+00:00,sale
"Flat / Apartment in Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,177000,3,98,https://www.idealista.com/en/inmueble/91776738/,2020-12-29 10:29:59.381307+00:00,sale
"Flat / Apartment in Son Canals - Can Capes, Palma de Mallorca",Mallorca,Palma de Mallorca,166000,3,90,https://www.idealista.com/en/inmueble/91472160/,2020-12-29 10:29:59.384781+00:00,sale
"Flat / Apartment in camino Vell de Bunyola, Sa Indiotería - Son Castelló, Palma de Mallorca",Mallorca,Palma de Mallorca,140000,3,89,https://www.idealista.com/en/inmueble/91671180/,2020-12-29 10:29:59.388674+00:00,sale
"Flat / Apartment in calle Joan Muntaner i Bujosa, Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,160000,2,61,https://www.idealista.com/en/inmueble/91693412/,2020-12-29 10:29:59.393122+00:00,sale
"Flat / Apartment in S'Arenal, Llucmajor",Mallorca,Llucmajor,160000,2,90,https://www.idealista.com/en/inmueble/90993925/,2020-12-29 10:29:59.396541+00:00,sale
"Flat / Apartment in calle de Gabriel Fuster Mayans, El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,159000,3,100,https://www.idealista.com/en/inmueble/91624013/,2020-12-29 10:29:59.399984+00:00,sale
Flat / Apartment in Pobla (Sa),Mallorca,Pobla (Sa),176000,3,103,https://www.idealista.com/en/inmueble/85622767/,2020-12-29 10:29:59.403409+00:00,sale
"Flat / Apartment in Hostalets - Son Fortesa Sud, Palma de Mallorca",Mallorca,Palma de Mallorca,191001,3,112,https://www.idealista.com/en/inmueble/90364421/,2020-12-29 10:29:59.406994+00:00,sale
"Flat / Apartment in Granadilla, Granadilla de Abona",Tenerife,Granadilla de Abona,600,2,60,https://www.idealista.com/en/inmueble/91782814/,2020-12-29 10:29:59.410570+00:00,rent
"Flat / Apartment in avenida Maritima, Las Caletillas-Punta Larga, Candelaria",Tenerife,Candelaria,600,2,70,https://www.idealista.com/en/inmueble/91781893/,2020-12-29 10:29:59.413926+00:00,rent
"Flat / Apartment in Los Cristianos, Arona",Tenerife,Arona,850,3,90,https://www.idealista.com/en/inmueble/91781679/,2020-12-29 10:29:59.417235+00:00,rent
"Flat / Apartment in calle Isla de Tenerife, 7, Fañabé - Ifonche y Benítez, Adeje",Tenerife,Adeje,700,2,78,https://www.idealista.com/en/inmueble/91777037/,2020-12-29 10:29:59.420718+00:00,rent
"Flat / Apartment in avenida Viera y Clavijo, 20, Casco Urbano, Adeje",Tenerife,Adeje,600,2,70,https://www.idealista.com/en/inmueble/91776401/,2020-12-29 10:29:59.424381+00:00,rent
"Flat / Apartment in calle Ramón y Cajal, NN, Los Hoteles-Rambla-Duggi, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,650,3,80,https://www.idealista.com/en/inmueble/91777628/,2020-12-29 10:29:59.428016+00:00,rent
"Flat / Apartment in calle Tenerife, El Fraile, Arona",Tenerife,Arona,400,2,55,https://www.idealista.com/en/inmueble/91777549/,2020-12-29 10:29:59.431679+00:00,rent
"Flat / Apartment in calle Volcán San Antonio, 5, El Sobradillo, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,580,3,90,https://www.idealista.com/en/inmueble/86797640/,2020-12-29 10:29:59.435187+00:00,rent
"Flat / Apartment in Fañabé - Ifonche y Benítez, Adeje",Tenerife,Adeje,690,2,55,https://www.idealista.com/en/inmueble/91775729/,2020-12-29 10:29:59.438699+00:00,rent
"Flat / Apartment in Achacay, NN, Los Cristianos, Arona",Tenerife,Arona,800,2,71,https://www.idealista.com/en/inmueble/91775723/,2020-12-29 10:29:59.441994+00:00,rent
"Flat / Apartment in Emilio Calzadilla, NN, Centro, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,775,2,90,https://www.idealista.com/en/inmueble/88040446/,2020-12-29 10:29:59.445443+00:00,rent
"Flat / Apartment in Puerto de Santiago, Santiago del Teide",Tenerife,Santiago del Teide,600,3,100,https://www.idealista.com/en/inmueble/91774926/,2020-12-29 10:29:59.448747+00:00,rent
"Flat / Apartment in avenida Maritima, 37, Las Caletillas-Punta Larga, Candelaria",Tenerife,Candelaria,950,3,90,https://www.idealista.com/en/inmueble/91774870/,2020-12-29 10:29:59.452215+00:00,rent
"Penthouse in paseo PISCINA, 3, Longuera-Toscal, Los Realejos",Tenerife,Los Realejos,650,2,100,https://www.idealista.com/en/inmueble/91774274/,2020-12-29 10:29:59.455617+00:00,rent
"Flat / Apartment in avenida Maritima, Las Caletillas-Punta Larga, Candelaria",Tenerife,Candelaria,600,2,77,https://www.idealista.com/en/inmueble/91773951/,2020-12-29 10:29:59.459200+00:00,rent
"Flat / Apartment in Alfaro, 2, Centro, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,700,2,75,https://www.idealista.com/en/inmueble/91773771/,2020-12-29 10:29:59.462696+00:00,rent
"Flat / Apartment in calle Américas, La Laguna, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,450,2,70,https://www.idealista.com/en/inmueble/91773671/,2020-12-29 10:29:59.466330+00:00,rent
"Flat / Apartment in calle Juan Dorta Avila, El Sobradillo, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,450,2,80,https://www.idealista.com/en/inmueble/91773504/,2020-12-29 10:29:59.469723+00:00,rent
"Flat / Apartment in calle Noelia Afonso Cabrera, Playa de las Américas, Arona",Tenerife,Arona,900,3,92,https://www.idealista.com/en/inmueble/91769791/,2020-12-29 10:29:59.473141+00:00,rent
"Flat / Apartment in calle María Jiménez, Anaga, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,3,100,https://www.idealista.com/en/inmueble/91769753/,2020-12-29 10:29:59.476628+00:00,rent
"Duplex in Maria Jimenez, Anaga, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,850,3,96,https://www.idealista.com/en/inmueble/91769351/,2020-12-29 10:29:59.480074+00:00,rent
"Flat / Apartment in plaza Cesar Manrique, NN, Casco Urbano, Adeje",Tenerife,Adeje,580,2,75,https://www.idealista.com/en/inmueble/91768064/,2020-12-29 10:29:59.483798+00:00,rent
"Flat / Apartment in avenida Adeje 300, 17, Callao Salvaje - Playa Paraíso, Adeje",Tenerife,Adeje,650,2,66,https://www.idealista.com/en/inmueble/91761042/,2020-12-29 10:29:59.487313+00:00,rent
"Flat / Apartment in calle Lugo y Herrera, 21, La Cuesta, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,630,2,90,https://www.idealista.com/en/inmueble/91760902/,2020-12-29 10:29:59.490830+00:00,rent
"Flat / Apartment in calle Mayber, 2, Geneto, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,600,2,60,https://www.idealista.com/en/inmueble/91593773/,2020-12-29 10:29:59.494284+00:00,rent
"Flat / Apartment in Mencey Adjona, 3, Las Caletillas-Punta Larga, Candelaria",Tenerife,Candelaria,695,2,70,https://www.idealista.com/en/inmueble/85318842/,2020-12-29 10:29:59.497657+00:00,rent
"Flat / Apartment in calle Barcelona, NN, La Laguna, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,750,2,65,https://www.idealista.com/en/inmueble/91729015/,2020-12-29 10:29:59.501142+00:00,rent
"Flat / Apartment in Casco Urbano, Adeje",Tenerife,Adeje,700,2,75,https://www.idealista.com/en/inmueble/91706933/,2020-12-29 10:29:59.504616+00:00,rent
"Flat / Apartment in avenida los Pescadores, Alcalá, Guia de Isora",Tenerife,Guia de Isora,770,2,65,https://www.idealista.com/en/inmueble/91607597/,2020-12-29 10:29:59.508069+00:00,rent
"Flat / Apartment in calle Isla de el Hierro, 26, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,500,2,72,https://www.idealista.com/en/inmueble/91723310/,2020-12-29 10:29:59.511474+00:00,rent
"Flat / Apartment in calle Juan Albornoz Sombrita, 29, César Casariego-Santa Clara-Nuevo Obrero, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,650,3,80,https://www.idealista.com/en/inmueble/37673037/,2020-12-29 10:29:59.514991+00:00,rent
"Flat / Apartment in calle Leopoldo de la Rosa Olivera, 4, La Laguna, San Cristóbal de la Laguna",Tenerife,San Cristobal de la Laguna,650,3,90,https://www.idealista.com/en/inmueble/91775509/,2020-12-29 10:29:59.518462+00:00,rent
"Flat / Apartment in avenida 25 de Abril, 101, Icod de los Vinos",Tenerife,Icod de los Vinos,500,3,100,https://www.idealista.com/en/inmueble/91116055/,2020-12-29 10:29:59.522143+00:00,rent
"Flat / Apartment in calle Noelia Afonso Cabrera, 8, Playa de las Américas, Arona",Tenerife,Arona,1000,2,80,https://www.idealista.com/en/inmueble/91731266/,2020-12-29 10:29:59.525625+00:00,rent
"Penthouse in calle California, 10, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,1200,2,75,https://www.idealista.com/en/inmueble/89052278/,2020-12-29 10:29:59.529130+00:00,rent
"Flat / Apartment in Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,3,75,https://www.idealista.com/en/inmueble/91780666/,2020-12-29 10:29:59.532612+00:00,rent
"Flat / Apartment in calle García Tello, Vegueta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,60,https://www.idealista.com/en/inmueble/91780425/,2020-12-29 10:29:59.536236+00:00,rent
"Flat / Apartment in La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,80,https://www.idealista.com/en/inmueble/91780296/,2020-12-29 10:29:59.539842+00:00,rent
"Penthouse in Caserones - La Higuera, Telde",Gran Canaria,Telde,550,3,70,https://www.idealista.com/en/inmueble/90642565/,2020-12-29 10:29:59.543252+00:00,rent
"Flat / Apartment in avenida tejeda, NN, San Fernando, San Bartolomé de Tirajana",Gran Canaria,San Bartolome de Tirajana,700,2,80,https://www.idealista.com/en/inmueble/91780071/,2020-12-29 10:29:59.546850+00:00,rent
"Flat / Apartment in Playa del Hombre - Taliarte - Salinetas, Telde",Gran Canaria,Telde,650,2,68,https://www.idealista.com/en/inmueble/91778437/,2020-12-29 10:29:59.550330+00:00,rent
"Flat / Apartment in Virgen del Pilar, Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,3,90,https://www.idealista.com/en/inmueble/91778385/,2020-12-29 10:29:59.553641+00:00,rent
"Flat / Apartment in calle Secundino Delgado, San Fernando, San Bartolomé de Tirajana",Gran Canaria,San Bartolome de Tirajana,700,2,54,https://www.idealista.com/en/inmueble/91778263/,2020-12-29 10:29:59.557347+00:00,rent
"Flat / Apartment in Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,680,2,65,https://www.idealista.com/en/inmueble/91778225/,2020-12-29 10:29:59.560799+00:00,rent
"Flat / Apartment in calle CRONISTA BENITEZ INGLOT, 16, Altavista - Don Zoilo, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,950,2,90,https://www.idealista.com/en/inmueble/91776565/,2020-12-29 10:29:59.564398+00:00,rent
"Flat / Apartment in carretera El Cardón, Siete Palmas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,3,80,https://www.idealista.com/en/inmueble/91776467/,2020-12-29 10:29:59.567880+00:00,rent
"Flat / Apartment in carretera EL CARDON, Siete Palmas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,3,80,https://www.idealista.com/en/inmueble/91776408/,2020-12-29 10:29:59.571376+00:00,rent
"Flat / Apartment in La Naval, La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,500,2,60,https://www.idealista.com/en/inmueble/91776183/,2020-12-29 10:29:59.575003+00:00,rent
"Flat / Apartment in La Naval, La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,550,2,60,https://www.idealista.com/en/inmueble/91776094/,2020-12-29 10:29:59.578499+00:00,rent
"Flat / Apartment in DOCTOR GRAU BASSAS, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,900,2,90,https://www.idealista.com/en/inmueble/91776078/,2020-12-29 10:29:59.582084+00:00,rent
"Flat / Apartment in Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,60,https://www.idealista.com/en/inmueble/91775346/,2020-12-29 10:29:59.585672+00:00,rent
"Flat / Apartment in Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,725,2,80,https://www.idealista.com/en/inmueble/91775016/,2020-12-29 10:29:59.589001+00:00,rent
"Flat / Apartment in calle Juan de Miranda, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,2,70,https://www.idealista.com/en/inmueble/91774999/,2020-12-29 10:29:59.592528+00:00,rent
"Flat / Apartment in Veintinueve de abril, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,2,45,https://www.idealista.com/en/inmueble/91774885/,2020-12-29 10:29:59.596078+00:00,rent
"Flat / Apartment in Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,800,3,100,https://www.idealista.com/en/inmueble/91769421/,2020-12-29 10:29:59.599439+00:00,rent
"Flat / Apartment in salvador manrique de lara, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,3,75,https://www.idealista.com/en/inmueble/91774554/,2020-12-29 10:29:59.602894+00:00,rent
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,100,https://www.idealista.com/en/inmueble/91773710/,2020-12-29 10:29:59.747148+00:00,rent
"Flat / Apartment in Ruiz de Alarcón, Vecindario-Paredilla-Sardina, Santa Lucía de Tirajana",Gran Canaria,Santa Lucia de Tirajana,600,2,80,https://www.idealista.com/en/inmueble/91774001/,2020-12-29 10:29:59.607138+00:00,rent
"Flat / Apartment in Molino de Viento, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,90,https://www.idealista.com/en/inmueble/91773921/,2020-12-29 10:29:59.610948+00:00,rent
"Flat / Apartment in Perez Galdos, 61, El Doctoral, Santa Lucía de Tirajana",Gran Canaria,Santa Lucia de Tirajana,430,2,60,https://www.idealista.com/en/inmueble/91773907/,2020-12-29 10:29:59.614510+00:00,rent
"Flat / Apartment in Rafael Almeida, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,60,https://www.idealista.com/en/inmueble/91773848/,2020-12-29 10:29:59.617921+00:00,rent
"Flat / Apartment in Pi y Margall, Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,680,2,60,https://www.idealista.com/en/inmueble/91773736/,2020-12-29 10:29:59.621470+00:00,rent
"Flat / Apartment in Pi y Margall, Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,680,2,60,https://www.idealista.com/en/inmueble/91773701/,2020-12-29 10:29:59.624863+00:00,rent
"Flat / Apartment in Pi y Margall, Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,680,2,60,https://www.idealista.com/en/inmueble/91773666/,2020-12-29 10:29:59.628381+00:00,rent
"Flat / Apartment in avenida el Palm-Mar, Palm Mar, Arona",Tenerife,Arona,625,2,60,https://www.idealista.com/en/inmueble/91788251/,2020-12-29 10:29:59.632027+00:00,rent
"Flat / Apartment in calle el Cid Campeador, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,600,3,80,https://www.idealista.com/en/inmueble/91775176/,2020-12-29 10:29:59.635557+00:00,rent
"Flat / Apartment in calle de Jaume Balmes, Marqués de la Fontsanta, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,2,75,https://www.idealista.com/en/inmueble/91782902/,2020-12-29 10:29:59.639157+00:00,rent
"Flat / Apartment in Bonaires, 9, Sant Jaume, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,90,https://www.idealista.com/en/inmueble/91781855/,2020-12-29 10:29:59.642813+00:00,rent
"Flat / Apartment in avenida Argentina, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,895,2,90,https://www.idealista.com/en/inmueble/91781850/,2020-12-29 10:29:59.646333+00:00,rent
"Flat / Apartment in Arxiduc, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,59,https://www.idealista.com/en/inmueble/91781247/,2020-12-29 10:29:59.649730+00:00,rent
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,60,https://www.idealista.com/en/inmueble/91781233/,2020-12-29 10:29:59.653181+00:00,rent
"Flat / Apartment in La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,900,3,90,https://www.idealista.com/en/inmueble/91781232/,2020-12-29 10:29:59.657244+00:00,rent
"Penthouse in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,1350,2,100,https://www.idealista.com/en/inmueble/91781231/,2020-12-29 10:29:59.661262+00:00,rent
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,670,3,82,https://www.idealista.com/en/inmueble/37374551/,2020-12-29 10:29:59.664620+00:00,rent
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,800,3,100,https://www.idealista.com/en/inmueble/91781065/,2020-12-29 10:29:59.668254+00:00,rent
"Flat / Apartment in calle Santa Margarita, 3, Sa Torre, Llucmajor",Mallorca,Llucmajor,800,2,90,https://www.idealista.com/en/inmueble/27911537/,2020-12-29 10:29:59.671906+00:00,rent
"Flat / Apartment in Can Pastilla, Palma de Mallorca",Mallorca,Palma de Mallorca,675,2,65,https://www.idealista.com/en/inmueble/91779049/,2020-12-29 10:29:59.675472+00:00,rent
"Flat / Apartment in Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,90,https://www.idealista.com/en/inmueble/91777558/,2020-12-29 10:29:59.680628+00:00,rent
"Flat / Apartment in Sindicat, Palma de Mallorca",Mallorca,Palma de Mallorca,900,3,85,https://www.idealista.com/en/inmueble/91777094/,2020-12-29 10:29:59.684254+00:00,rent
"Flat / Apartment in calle d'Andreu Feliu, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,800,4,90,https://www.idealista.com/en/inmueble/33783317/,2020-12-29 10:29:59.687767+00:00,rent
